chapter	chaptertitle	chapterabbr	v	f	c	s1	s2	s3	semcat	old_chapter	old_subchapter					Old semcat (#2)	Old V.F (#2)	Old chptr (#2)	Note
8.5.4.3	Accented		8	5	4	3	0	0	Vutt	5f	4.3								
8.5.4.4	Glottal sound		8	5	4	4	0	0	Vutt	5f	4.6								
8.5.4.5	Choppy		8	5	4	5	0	0	Vutt	5f	4.7								
8.5.5	Sounds		8	5	5	0	0	0	Vutt	5f	5								
8.5.6	Answer		8	5	6	0	0	0	Vutt	5f	6								
8.5.7	Bid		8	5	7	0	0	0	Vutt	5f	7								
8.5.7.1	Ask		8	5	7	1	0	0	Vutt	5f	7.1								
8.5.7.2	Implore/Coax		8	5	7	2	0	0	Vutt	5f	7.2								
8.5.7.3	Coax		8	5	7	3	0	0	Vutt	5f	7.3								
8.5.8	Banter/Discourse		8	5	8	0	0	0	Vutt	5f	8								
8.5.9	Jest		8	5	9	0	0	0	Vutt	5f	9								
8.5.10	?		8	5	10	0	0	0											
8.5.10.1	Talk, say		8	5	10	1	0	0	Vutt	5f	10.1								
8.5.10.2	Garrulosity, verbosity		8	5	10	2	0	0	Vutt	5f	10.2								
8.5.10.3	Talk with purpose of convincing		8	5	10	3	0	0	Vutt	5f	10.3								
8.5.10.4	Falsehood		8	5	10	4	0	0	Vutt	5f	10.4								
8.5.11	Formulaic		8	5	11	0	0	0	Vutt	5f	11								
8.5.11.1	Introduction		8	5	11	1	0	0	Vutt	5f	11.2								
8.5.11.2	Farewells		8	5	11	2	0	0	Vutt	5f	11.3								
8.5.11.3	Apology/excuse		8	5	11	3	0	0	Vutt	5f	11.5								
8.5.11.4	Invite		8	5	11	4	0	0	Vutt	5f	11.6								
8.5.13	Beckon		8	5	13	0	0	0	Vutt	5f	13								
8.5.14	?		8	5	14	0	0	0											
8.5.14.1	Spread information, present ideas		8	5	14	1	0	0	Vutt	5f	14.1								
8.5.14.2	Reveal or give information		8	5	14	2	0	0	Vutt	5f	14.2								
8.5.14.3	Explain		8	5	14	3	0	0	Vutt	5f	14.3								
8.5.15	Boast		8	5	15	0	0	0	Vutt	5f	15								
8.5.16	Dedicate		8	5	16	0	0	0	Vutt	5f	16								
9.0	Shape, Size, Color, Measure, Number, Time, Space		9	0	0	0	0												
9.1	Time		9	1	0	0	0	0											
9.1.1	Adverbial uses		9	1	1	0	0	0	Ntime	6i									
9.1.2	Months and Years		9	1	2	0	0	0	Ntime	6i	1								
9.1.3	Days		9	1	3	0	0	0	Ntime	6i	2								
9.1.4	Hours		9	1	4	0	0	0	Ntime	6i	3								
9.1.5	Other Intervals		9	1	5	0	0	0	Ntime	6i	4								
9.1.6	Years		9	1	6	0	0	0	Ntime	6i	5								
9.2	Spatial terms		9	2	0	0	0	0	Spat	6j									
9.2.1	Up		9	2	1	0	0	0	Spat	6j	1								
9.2.2	Down		9	2	2	0	0	0	Spat	6j	2								
9.2.3	Sideways		9	2	3	0	0	0	Spat	6j	3								
9.2.4	Apart		9	2	4	0	0	0	Spat	6j	4								
9.2.5	Amid		9	2	5	0	0	0	Spat	6j	5								
9.2.6	Around		9	2	6	0	0	0	Spat	6j	6								
9.2.7	Extent		9	2	7	0	0	0	Spat	6j	7								
9.2.8	Directions		9	2	8	0	0	0	Spat	6j	8								
9.3	Sounds		9	3	0	0	0	0	Sound	6a									
9.4	Colors		9	4	0	0	0	0	Col	6b									
9.5	Change of state		9	5	0	0	0	0	Vcos	6c									
9.6	Qualities		9	6	0	0	0	0											
9.6.1	Positive/Desirable qualities		9	6	1	0	0	0	Vqual	6d	1								
9.6.2	Neutral and Negative qualities		9	6	2	0	0	0	Vqual	6d	2								
9.7	Shape/Size		9	7	0	0	0	0											
9.7.1	Shape and size		9	7	1	0	0	0	Nshiz	6e									
9.7.2	Verbs referring to size/shape		9	7	2	0	0	0	Vshiz	6f									
9.8	Measure Words		9	8	0	0	0	0	Meas	6g									
9.9	Numbers and numeric expression		9	9	0	0	0	0	Num	6h									
9.10	Locations		9	10	0	0	0	0											
9.10.1	Roads and Ways		9	10	1	0	0	0	Nloc	6k	1								
9.10.2	Waterways/Having to do with water		9	10	2	0	0	0	Nloc	6k	2								
9.10.3	Governable units (towns, parts of towns)		9	10	3	0	0	0	Nloc	6k	3								
9.10.4	Farm/Agricultural places		9	10	4	0	0	0	Nloc	6k	4								
9.10.5	Places in general, countries		9	10	5	0	0	0	Nloc	6k	4.0								Chapter has trailing zero (records don't seem to be totally consistent with this, though)
9.10.6	Functional buildings/places		9	10	6	0	0	0	Nloc	6k	5								
10.0	Grammatical Words		10	0	0	0	0		G	8									
10.1	Ontological		10	1	0	0	0	0	G	8	1								
10.1.1	Prepositions		10	1	1	0	0	0	G	8	1.1								
10.1.2	?		10	1	2	0	0	0											
10.1.2.1	Compound		10	1	2	1	0	0	G	8	1.2.1								
10.1.2.2	Subordination		10	1	2	2	0	0	G	8	1.2.2								
10.1.3	Classifiers		10	1	3	0	0	0	G	8	1.3								
10.2	Articles		10	2	0	0	0	0	G	8	2								
10.2.1	Grammatical identifiers		10	2	1	0	0	0	G	8	2.1								
10.2.1.1	Phonological entities		10	2	1	1	0	0	G	8	2.1.1								
10.2.2	Morphological identifiers		10	2	2	0	0	0	G	8	2.2								
10.2.3	?		10	2	3	0	0	0											
10.2.3.1	Nominative-accusative		10	2	3	1	0	0	G	8	2.3.1								
10.2.3.2	Possessive		10	2	3	2	0	0	G	8	2.3.2								
10.4	Affixes		10	4	0	0	0	0	G	8	4								
10.4.1	?		10	4	1	0	0	0											
10.4.1.1	Grammatical case		10	4	1	1	0	0	G	8	4.1.1								
10.4.1.2	Animacy		10	4	1	2	0	0	G	8	4.1.2								
10.4.1.3	Diminutivizer, intensifier, etc.		10	4	1	3	0	0	G	8	4.1.3								
10.4.1.4	Person, #, gender		10	4	1	4	0	0	G	8	4.1.4								
10.4.2	Verbal		10	4	2	0	0	0	G	8	4.2								
10.4.2.1	Mood		10	4	2	1	0	0	G	8	4.2.1								
10.4.2.4	Aspect, (in)transitivity, ergativity, ca		10	4	2	4	0	0	G	8	4.2.4								Category name appears to have been truncated
10.4.2.6	Participles, gerunds, etc.		10	4	2	6	0	0	G	8	4.2.6								
10.4.2.7	Nominalizers		10	4	2	7	0	0	G	8	4.2.7								
10.4.3	?		10	4	3	0	0	0											
10.4.3.1	Degrees of comparison		10	4	3	1	0	0	G	8	4.3.1								
10.4.3.2	Demonstrators		10	4	3	2	0	0	G	8	4.3.2								
10.5	?		10	5	0	0	0	0											
10.5.1	Structuring Words		10	5	1	0	0	0	G	8	5.1								
10.5.2	Grammatical functions		10	5	2	0	0	0	G	8	5.2								
10.5.3	WH words		10	5	3	0	0	0	G	8	6.1								
10.6	Not, yes ?		10	6	0	0	0	0	G	8	7								
10.6.1	Affirmative		10	6	1	0	0	0	G	8	7.1								No lexicon records
10.6.2	Negative		10	6	2	0	0	0	G	8	7.2								
10.7	Ejaculations		10	7	0	0	0	0	G	8	8								
x.x	Errors and apocrypha		11	0	0	0	0	0	Error	x									
